Agency Abbreviation,Bureau Name,Program Account/Fund,Public Law,Program Name (if different),Appropriated,Announced/Allocated,Obligated,Outlayed,State,Date,Funding Source,Disaster Number
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$46,339,000.00","$51,974,515.00",$0.00,CA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$10,088,000.00","$9,529,505.00","$1,065,218.00",CNMI,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$73,210,900.00","$73,210,900.00",$0.00,FL,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$22,512,000.00","$22,512,000.00","$4,479,628.49",GA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$84,514,000.00","$84,514,000.00",$0.00,NC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$850,000.00","$694,473.00","$651,279.00",No State Breakdown,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,$0.00,$0.00,$0.00,OK,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,"$5,132,000.00","$5,132,000.00","$3,604,398.00",SC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Drinking Water State Revolving Fund,$0.00,$0.00,,,VA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Hazardous Waste Financial Assistance,$0.00,"$56,000,000.00","$23,171,601.90","$4,627,297.00",CNMI,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
EPA,Environmental Protection Agency,State and Tribal Assistance Grants,E- Emergency PL 116-20,Hazardous Waste Financial Assistance,$0.00,$0.00,$0.00,$0.00,No State Breakdown,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
GAO,Government Accountability Office,Salaries and Expenses,C- Emergency PL 115-123,,$0.00,"$14,000,000.00","$14,000,000.00","$13,999,525.36",No State Breakdown,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GAO,Government Accountability Office,Salaries and Expenses,E- Emergency PL 116-20,,$0.00,"$6,608,362.81","$6,608,362.81","$6,608,362.81",No State Breakdown,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$10,039,966.84","$10,039,966.84","$10,039,966.84",FL,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$357,448.42","$357,448.42","$357,448.42",GA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$907,297.01","$907,297.01","$907,297.01",No State Breakdown,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$48,827,924.33","$48,827,924.33","$48,505,067.70",PR,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$2,242,245.18","$2,242,245.18","$1,289,474.13",SC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$3,504,527.28","$3,504,527.28","$3,504,527.28",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,C- Emergency PL 115-123,,$0.00,"$49,340,742.84","$49,340,742.84","$49,185,551.61",USVI,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
GSA,Real Property Activities,Federal Buildings Fund,E- Emergency PL 116-20,,$0.00,"$67,084,872.26","$67,084,872.26","$54,145,231.92",NC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
GSA,Real Property Activities,Federal Buildings Fund,E- Emergency PL 116-20,,$0.00,"$300,090.00","$300,090.00","$244,628.36",SC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$1,638,363.87","$1,638,363.87","$1,540,077.43",DC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$43,866,150.23","$43,866,150.23","$14,468,647.91",FL,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$18,065,905.57","$18,065,905.57","$12,041,379.12",GA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$901,256.00","$901,256.00","$901,256.00",IL,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$22,777,189.00","$22,777,189.00","$22,713,653.42",KY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$960,394.32","$960,394.32","$960,394.32",MA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$6,097,074.66","$6,097,074.66","$6,042,926.66",NO STATE BREAKDOWN,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$29,471,789.63","$29,471,789.63","$18,377,432.93",NY,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$351,834,679.28","$351,834,679.28","$227,191,579.27",PR,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$2,221,305.00","$2,221,305.00","$2,072,719.55",SC,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$12,292,699.44","$12,292,699.44","$6,738,499.49",TX,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$73,967,205.59","$73,967,205.59","$27,622,226.68",USVI,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,C- Emergency PL 115-123,,$0.00,"$12,543,799.85","$12,543,799.85","$10,018,562.02",VA,30-Sep-23,"Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters (PL 115-123)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$7,696,923.17","$7,696,923.17","$7,643,840.35",AK,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$157,424.31","$157,424.31","$157,424.31",AL,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$100,000.00","$100,000.00",$198.00,AR,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,$0.00,$0.00,$0.00,AZ,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$5,014,638.41","$5,014,638.41","$4,620,725.75",CA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$3,749,943.00","$3,749,943.00","$3,422,656.42",CNMI,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$202,050.00","$202,050.00","$194,078.08",DC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$7,512,072.46","$7,512,072.46","$6,979,972.99",FL,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$2,729,627.84","$2,729,627.84","$2,713,613.67",GA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$74,777.00","$74,777.00","$74,777.00",GU,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$181,391.00","$181,391.00","$37,461.84",HI,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$84,159.00","$84,159.00","$84,158.22",IA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$1,535.00","$1,535.00","$1,535.00",ID,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$7,825,640.00","$7,825,640.00","$7,804,775.00",KY,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$148,745.00","$148,745.00","$148,745.00",LA,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$15,647.00","$15,647.00","$15,647.00",MO,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$8,815,866.36","$8,815,866.36","$8,812,871.36",MS,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$27,826,054.91","$27,826,054.91","$26,786,363.14",NC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$1,252,543.10","$1,252,543.10","$1,141,719.27",NE,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$47,242.76","$47,242.76","$47,242.76",NH,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$3,073,487.61","$3,073,487.61","$2,589,922.20",NO STATE BREAKDOWN,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$290,055.00","$290,055.00","$290,055.00",NY,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$1,042,584.44","$1,042,584.44","$1,042,584.44",OH,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$366,578.51","$366,578.51","$366,578.51",OK,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$133,783.00","$133,783.00","$133,783.00",OR,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,$0.00,$0.00,$0.00,PR,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$658,159.00","$658,159.00","$31,690.00",SC,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$321,824.00","$321,824.00","$321,824.00",SD,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$657,442.39","$657,442.39","$657,442.39",TN,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,"$1,778,695.92","$1,778,695.92","$1,357,791.85",TX,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
HHS,Administration for Children and Families,Children and Families Services Programs,E- Emergency PL 116-20,,$0.00,$0.00,$0.00,$0.00,USVI,30-Sep-23,"Michael, Florence, 2018 California Wildfires, and Other 2018-2019 Disasters (PL 116-20)",
